0 Model Error:2917.79358061739[0,162143] 297 Explicit 185 
3 			Model Error:2.5465851649642E-11[146880,146975] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[146976,147071] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[147072,147167] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[147168,147263] 106 Explicit 0 
2 		Model Error:392.359965494434[147264,147455] 107 Explicit 2 
3 			Model Error:1.45519152283669E-11[147264,147359] 106 Explicit 0 
3 			Model Error:1.45519152283669E-11[147360,147455] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[147456,147551] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[147552,147647] 107 Trend 0 
2 		Model Error:274.462977457835[147648,147839] 107 Explicit 2 
3 			Model Error:2.91038304567337E-11[147648,147743] 106 Explicit 0 
3 			Model Error:3.63797880709171E-11[147744,147839] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[147840,147935] 106 Explicit 0 
2 		Model Error:1.45519152283669E-11[147936,148031] 106 Explicit 0 
2 		Model Error:465.119945114864[148032,148223] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[148032,148127] 107 Trend 0 
3 			Model Error:3.27418092638254E-11[148128,148223] 107 Trend 0 
2 		Model Error:422.547557127466[148224,148415] 107 Explicit 2 
3 			Model Error:1.45519152283669E-11[148224,148319] 106 Explicit 0 
3 			Model Error:1.45519152283669E-11[148320,148415] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[148416,148511] 106 Explicit 0 
1 	Model Error:699.166477271821[148512,149759] 118 Explicit 8 
2 		Model Error:1.45519152283669E-11[148512,148607] 107 Trend 0 
2 		Model Error:151.671837567381[148608,148799] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[148608,148703] 107 Trend 0 
3 			Model Error:3.63797880709171E-11[148704,148799] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[148800,148895] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[148896,148991] 107 Trend 0 
2 		Model Error:292.533462573905[148992,149183] 107 Explicit 2 
3 			Model Error:2.18278728425503E-11[148992,149087] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[149088,149183] 106 Explicit 0 
2 		Model Error:1.45519152283669E-11[149184,149279] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[149280,149375] 106 Explicit 0 
2 		Model Error:497.626140025401[149376,149759] 109 Explicit 4 
3 			Model Error:2.18278728425503E-11[149376,149471] 107 Trend 0 
3 			Model Error:3.63797880709171E-11[149472,149567] 106 Explicit 0 
3 			Model Error:1.45519152283669E-11[149568,149663] 107 Trend 0 
3 			Model Error:1.81898940354586E-11[149664,149759] 106 Explicit 0 
1 	Model Error:738.25103014044[149760,150239] 110 Explicit 2 
2 		Model Error:481.822759397437[149760,150143] 109 Explicit 4 
3 			Model Error:1.81898940354586E-11[149760,149855] 107 Trend 0 
3 			Model Error:4.36557456851006E-11[149856,149951] 106 Explicit 0 
3 			Model Error:1.45519152283669E-11[149952,150047] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[150048,150143] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[150144,150239] 106 Explicit 0 
1 	Model Error:831.728610493599[150240,150527] 107 Trend 2 
2 		Model Error:3.63797880709171E-11[150240,150335] 106 Explicit 0 
2 		Model Error:392.572544457158[150336,150527] 107 Implicit 2 
3 			Model Error:2.18278728425503E-11[150336,150431] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[150432,150527] 107 Trend 0 
1 	Model Error:577.696625976248[150528,151103] 111 Explicit 4 
2 		Model Error:482.609714887221[150528,150719] 107 Trend 2 
3 			Model Error:2.5465851649642E-11[150528,150623] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[150624,150719] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[150720,150815] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[150816,150911] 107 Trend 0 
2 		Model Error:364.744583895212[150912,151103] 107 Trend 2 
3 			Model Error:1.45519152283669E-11[150912,151007] 106 Explicit 0 
3 			Model Error:2.18278728425503E-11[151008,151103] 106 Explicit 0 
1 	Model Error:591.281843119927[151104,152255] 117 Explicit 8 
2 		Model Error:2.18278728425503E-11[151104,151199] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[151200,151295] 107 Trend 0 
2 		Model Error:207.571657803899[151296,151487] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[151296,151391] 106 Explicit 0 
3 			Model Error:1.45519152283669E-11[151392,151487] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[151488,151583] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[151584,151679] 107 Trend 0 
2 		Model Error:246.192037747751[151680,151871] 107 Trend 2 
3 			Model Error:4.36557456851006E-11[151680,151775] 107 Trend 0 
3 			Model Error:5.0931703299284E-11[151776,151871] 106 Explicit 0 
2 		Model Error:498.066202453119[151872,152063] 107 Trend 2 
3 			Model Error:3.63797880709171E-11[151872,151967] 106 Explicit 0 
3 			Model Error:2.18278728425503E-11[151968,152063] 107 Trend 0 
2 		Model Error:372.292901691777[152064,152255] 107 Trend 2 
3 			Model Error:3.63797880709171E-11[152064,152159] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[152160,152255] 107 Trend 0 
1 	Model Error:586.235851354111[152256,152831] 111 Explicit 4 
2 		Model Error:407.639347337055[152256,152447] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[152256,152351] 107 Trend 0 
3 			Model Error:4.36557456851006E-11[152352,152447] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[152448,152543] 106 Explicit 0 
2 		Model Error:1.45519152283669E-11[152544,152639] 107 Trend 0 
2 		Model Error:406.131816293797[152640,152831] 107 Explicit 2 
3 			Model Error:2.18278728425503E-11[152640,152735] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[152736,152831] 107 Trend 0 
1 	Model Error:771.181428094947[152832,153023] 107 Trend 2 
2 		Model Error:2.18278728425503E-11[152832,152927] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[152928,153023] 107 Trend 0 
1 	Model Error:7.27595761418343E-12[153024,153119] 107 Trend 0 
1 	Model Error:2.91038304567337E-11[153120,153215] 106 Explicit 0 
1 	Model Error:927.026704228578[153216,153407] 107 Implicit 2 
2 		Model Error:1.09139364212751E-11[153216,153311] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[153312,153407] 107 Trend 0 
1 	Model Error:1.45519152283669E-11[153408,153503] 107 Trend 0 
1 	Model Error:5.0931703299284E-11[153504,153599] 107 Trend 0 
1 	Model Error:780.075503047927[153600,154271] 112 Explicit 4 
2 		Model Error:489.168972430147[153600,153791] 107 Explicit 2 
3 			Model Error:2.18278728425503E-11[153600,153695] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[153696,153791] 107 Trend 0 
2 		Model Error:481.158298308626[153792,153983] 107 Trend 2 
3 			Model Error:4.36557456851006E-11[153792,153887] 106 Explicit 0 
3 			Model Error:1.45519152283669E-11[153888,153983] 107 Trend 0 
2 		Model Error:299.121252722922[153984,154175] 107 Explicit 2 
3 			Model Error:1.45519152283669E-11[153984,154079] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[154080,154175] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[154176,154271] 107 Trend 0 
1 	Model Error:721.889081428577[154272,155231] 115 Explicit 8 
2 		Model Error:2.5465851649642E-11[154272,154367] 107 Trend 0 
2 		Model Error:423.272168060932[154368,154559] 107 Explicit 2 
3 			Model Error:2.91038304567337E-11[154368,154463] 106 Explicit 0 
3 			Model Error:2.18278728425503E-11[154464,154559] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[154560,154655] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[154656,154751] 106 Explicit 0 
2 		Model Error:2.91038304567337E-11[154752,154847] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[154848,154943] 106 Explicit 0 
2 		Model Error:425.374001746546[154944,155135] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[154944,155039] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[155040,155135] 107 Trend 0 
2 		Model Error:4.36557456851006E-11[155136,155231] 106 Explicit 0 
1 	Model Error:801.520176377628[155232,157055] 124 Explicit 16 
2 		Model Error:2.91038304567337E-11[155232,155327] 107 Trend 0 
2 		Model Error:183.72973780887[155328,155519] 107 Implicit 2 
3 			Model Error:3.63797880709171E-11[155328,155423] 107 Trend 0 
3 			Model Error:3.63797880709171E-11[155424,155519] 106 Explicit 0 
2 		Model Error:2.91038304567337E-11[155520,155615] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[155616,155711] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[155712,155807] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[155808,155903] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[155904,155999] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[156000,156095] 106 Explicit 0 
2 		Model Error:1.45519152283669E-11[156096,156191] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[156192,156287] 106 Explicit 0 
2 		Model Error:390.855195481767[156288,156479] 107 Explicit 2 
3 			Model Error:3.63797880709171E-11[156288,156383] 106 Explicit 0 
3 			Model Error:2.18278728425503E-11[156384,156479] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[156480,156575] 107 Trend 0 
2 		Model Error:3.63797880709171E-11[156576,156671] 107 Trend 0 
2 		Model Error:344.388292071759[156672,156863] 107 Explicit 2 
3 			Model Error:2.5465851649642E-11[156672,156767] 107 Trend 0 
3 			Model Error:4.36557456851006E-11[156768,156863] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[156864,156959] 107 Trend 0 
2 		Model Error:1.81898940354586E-11[156960,157055] 106 Explicit 0 
1 	Model Error:950.394333914985[157056,157535] 110 Explicit 4 
2 		Model Error:349.064773512931[157056,157247] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[157056,157151] 106 Explicit 0 
3 			Model Error:2.91038304567337E-11[157152,157247] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[157248,157343] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[157344,157439] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[157440,157535] 107 Trend 0 
1 	Model Error:989.701283440561[157536,157727] 107 Explicit 2 
2 		Model Error:2.18278728425503E-11[157536,157631] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[157632,157727] 107 Trend 0 
1 	Model Error:213.272154109334[157728,157919] 107 Trend 2 
2 		Model Error:3.63797880709171E-11[157728,157823] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[157824,157919] 107 Trend 0 
1 	Model Error:892.665689133857[157920,158975] 116 Explicit 8 
2 		Model Error:1.45519152283669E-11[157920,158015] 107 Trend 0 
2 		Model Error:388.701790315958[158016,158207] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[158016,158111] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[158112,158207] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[158208,158303] 107 Trend 0 
2 		Model Error:3.27418092638254E-11[158304,158399] 107 Trend 0 
2 		Model Error:230.808105193188[158400,158591] 107 Explicit 2 
3 			Model Error:1.45519152283669E-11[158400,158495] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[158496,158591] 107 Trend 0 
2 		Model Error:4.36557456851006E-11[158592,158687] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[158688,158783] 107 Trend 0 
2 		Model Error:420.298659128966[158784,158975] 107 Trend 2 
3 			Model Error:2.91038304567337E-11[158784,158879] 106 Explicit 0 
3 			Model Error:2.5465851649642E-11[158880,158975] 107 Trend 0 
1 	Model Error:907.175372870035[158976,162143] 138 Explicit 15 
2 		Model Error:483.731206859142[158976,159167] 107 Trend 2 
3 			Model Error:1.45519152283669E-11[158976,159071] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[159072,159167] 106 Explicit 0 
2 		Model Error:2.91038304567337E-11[159168,159263] 107 Trend 0 
2 		Model Error:2.91038304567337E-11[159264,159359] 107 Trend 0 
2 		Model Error:478.512487055676[159360,159551] 107 Trend 2 
3 			Model Error:1.45519152283669E-11[159360,159455] 107 Trend 0 
3 			Model Error:1.45519152283669E-11[159456,159551] 106 Explicit 0 
2 		Model Error:467.284411626475[159552,159743] 107 Explicit 2 
3 			Model Error:4.36557456851006E-11[159552,159647] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[159648,159743] 107 Trend 0 
2 		Model Error:464.206258774597[159744,160127] 109 Explicit 4 
3 			Model Error:2.18278728425503E-11[159744,159839] 106 Explicit 0 
3 			Model Error:2.18278728425503E-11[159840,159935] 107 Trend 0 
3 			Model Error:2.5465851649642E-11[159936,160031] 106 Explicit 0 
3 			Model Error:1.45519152283669E-11[160032,160127] 106 Explicit 0 
2 		Model Error:478.536595291298[160128,160319] 107 Trend 2 
3 			Model Error:2.18278728425503E-11[160128,160223] 107 Trend 0 
3 			Model Error:3.27418092638254E-11[160224,160319] 106 Explicit 0 
2 		Model Error:301.249360676891[160320,160511] 107 Trend 2 
3 			Model Error:1.45519152283669E-11[160320,160415] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[160416,160511] 106 Explicit 0 
2 		Model Error:2.18278728425503E-11[160512,160607] 107 Trend 0 
2 		Model Error:7.27595761418343E-12[160608,160703] 107 Trend 0 
2 		Model Error:1.45519152283669E-11[160704,160799] 107 Trend 0 
2 		Model Error:2.18278728425503E-11[160800,160895] 107 Trend 0 
2 		Model Error:461.183888122374[160896,161279] 109 Explicit 4 
3 			Model Error:2.91038304567337E-11[160896,160991] 107 Trend 0 
3 			Model Error:2.91038304567337E-11[160992,161087] 106 Explicit 0 
3 			Model Error:1.45519152283669E-11[161088,161183] 107 Trend 0 
3 			Model Error:3.63797880709171E-11[161184,161279] 106 Explicit 0 
2 		Model Error:485.806567288346[161280,162047] 113 Explicit 8 
3 			Model Error:2.18278728425503E-11[161280,161375] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[161376,161471] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[161472,161567] 107 Trend 0 
3 			Model Error:2.18278728425503E-11[161568,161663] 106 Explicit 0 
3 			Model Error:3.63797880709171E-11[161664,161759] 106 Explicit 0 
3 			Model Error:2.5465851649642E-11[161760,161855] 107 Trend 0 
3 			Model Error:1.81898940354586E-11[161856,161951] 107 Trend 0 
3 			Model Error:2.5465851649642E-11[161952,162047] 107 Trend 0 
2 		Model Error:1.81898940354586E-11[162048,162143] 107 Trend 0 
